1971
7
1
0
1
6
0
1972
15
8
3
5
7
0
1973
7
2
1
1
5
0
1974
33
2
0
2
31
0
1975
10
1
0
1
9
0
1976
24
1
0
1
23
0
1977
16
4
2
2
12
0
1978
20
1
1
0
19
0
1979
41
3
0
3
38
0
1980
29
4
2
2
24
1
1981
30
5
3
2
23
2
1982
17
2
0
2
15
0
1983
28
6
2
2
21
1
1984
16
3
1
2
13
0
1985
18
4
2
2
13
1
1986
15
3
3
0
12
0
1987
39
12
6
6
24
3
1988
25
5
2
3
20
0
1989
34
11
4
7
22
1
1990
33
7
2
5
23
3
1991
29
4
2
2
22
3
1992
30
4
1
3
23
3
1993
29
2
1
1
25
2
1994
35
6
2
4
28
1
1995
37
10
5
5
23
4
1996
38
8
2
6
28
2
1997
53
7
4
3
44
2
1998
37
5
3
2
29
3
1999
46
9
2
6
27
10
2000
31
1
1
0
30
0
2001
37
5
1
4
25
7
2002
27
1
1
0
24
2
2003
45
8
4
4
37
0
2004
48
5
1
4
39
4
2005
109
9
1
8
97
3
2006
53
9
1
8
41
3
2007
72
9
5
4
52
11
2008
39
4
1
3
27
8
2009
73
9
5
4
58
6
2010
55
4
1
3
48
3
2011
53
6
2
4
45
2
2012
49
5
2
3
44
0
2013
35
2
N/A
1
29
4
2014
34
1
1
N/A
32
1
